"Actions","Toiminnot",module,Magento_AdminNotification
"Manage Shopping Cart","Hallitse ostoskoria",module,Magento_AdvancedCheckout
"Create Order","Luo tilaus",module,Magento_AdvancedCheckout
"Back","Takaisin",module,Magento_AdvancedCheckout
"Add Products","Lisää tuotteita",module,Magento_AdvancedCheckout
"Update Items and Quantities","Päivitä tuotteet ja määrät",module,Magento_AdvancedCheckout
"Are you sure you want to clear your cart?","Oletko varma, että haluat tyhjentää ostoskorisi?",module,Magento_AdvancedCheckout
"Clear my shopping cart","Tyhjennä Ostoskori",module,Magento_AdvancedCheckout
"Add selections to my cart","Lisää valinnat ostoskoriin",module,Magento_AdvancedCheckout
"Cancel","Peruuta",module,Magento_AdvancedCheckout
"Shopping Cart for %1 in %2","Asiakkaan %1 ostoskori kaupassa %2",module,Magento_AdvancedCheckout
"Select products you want to buy","Valitse tuotteet, jotka haluat ostaa",module,Magento_AdvancedCheckout
"Product","Tuote",module,Magento_AdvancedCheckout
"Price","Hinta",module,Magento_AdvancedCheckout
"Quantity","Määrä",module,Magento_AdvancedCheckout
"Products in the Comparison List (%1)","Tuotteet vertailulistalla (%1)",module,Magento_AdvancedCheckout
"Last ordered items (%1)","Viimeksi tilatut tuotteet (%1)",module,Magento_AdvancedCheckout
"Products","Tuotteet",module,Magento_AdvancedCheckout
"ID","Tunnus",module,Magento_AdvancedCheckout
"SKU","Tuotenro",module,Magento_AdvancedCheckout
"Recently Compared Products (%1)","Äskettäin vertaillut tuotteet (%1)",module,Magento_AdvancedCheckout
"Recently Viewed Products (%1)","Äskettäin tarkastellut tuotteet (%1)",module,Magento_AdvancedCheckout
"Add to Shopping Cart by SKU","Lisää ostoskoriin tuotenumeroittain",module,Magento_AdvancedCheckout
"Add to Shopping Cart","Lisää ostoskoriin",module,Magento_AdvancedCheckout
"Wish List (%1)","Toivelista (%1)",module,Magento_AdvancedCheckout
"Apply","Käytä",module,Magento_AdvancedCheckout
"Configure","Määritä",module,Magento_AdvancedCheckout
"Add to Order by SKU","Lisää tilaukseen tuotenumeroittain",module,Magento_AdvancedCheckout
"Add to Order","Lisää tilaukseen",module,Magento_AdvancedCheckout
"Add Products to Order","Lisää tuotteet tilaukselle",module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> tuote(tta) vaatii huomiota.</span>",module,Magento_AdvancedCheckout
"Remove All","Poista kaikki",module,Magento_AdvancedCheckout
"Only %1%2%3 left in stock","Vain %1%2%3 jäljellä varastossa",module,Magento_AdvancedCheckout
"You can buy up to %1 of these per purchase.","Voit ostaa näitä enintään %1 kpl per ostotapahtuma.",module,Magento_AdvancedCheckout
"You must buy at least %1 of these per purchase.","Sinun täytyy ostaa vähintään %1 näitä per ostotapahtuma.",module,Magento_AdvancedCheckout
"Specify the product's options.","Määritä tuotteen vaihtoehdot.",module,Magento_AdvancedCheckout
"Alert me when this item is available.","Ilmoita, kun tämä tuote on saatavilla.",module,Magento_AdvancedCheckout
"This customer couldn't be found. Verify the customer and try again.","Asiakkas ei löytynyt. Tarkista asiakkaan ja yritä uudelleen.",module,Magento_AdvancedCheckout
"Shopping cart management is disabled for this customer.","Ostoskorin hallinta ei ole käytössä tälle asiakkaalle.",module,Magento_AdvancedCheckout
"This store couldn't be found. Verify the store and try again.","Kauppaa ei löytynyt. Tarkista kauppa ja yritä uudelleen.",module,Magento_AdvancedCheckout
"Customers","Asiakkaat",module,Magento_AdvancedCheckout
"Shopping Cart","Ostoskori",module,Magento_AdvancedCheckout
"An error occurred. For details, see the error log.","Tapahtui virhe. Lisätietoja virhelokissa.",module,Magento_AdvancedCheckout
"You do not have access to this.","Sinulla ei ole pääsyä tähän.",module,Magento_AdvancedCheckout
"Orders can only be completed in an active store. Verify the store and try again.","Tilauksia voidaan suorittaa vain aktiivisen kauppaan. Tarkista kauppaa ja yritä uudelleen.",module,Magento_AdvancedCheckout
"The ordered item needs to be loaded. Load the item and try again.","Tilatun tuote täytyy ladata. Lataa tuotetta ja yritä uudelleen.",module,Magento_AdvancedCheckout
"The quote item ID needs to be received. Set the ID and try again.","Tarjous tuotetunnus on pakollinen. Laita tunnus ja yritä uudelleen.",module,Magento_AdvancedCheckout
"The quote item needs to be loaded. Load the item and try again.","Tarjous tuote on pakollinen. Laita tuote ja yritä uudelleen.",module,Magento_AdvancedCheckout
"The wish list item ID needs to be received. Set the ID and try again.","Toivelista tuotetunnus on pakollinen. Määritä tunnus ja yritä uudelleen.",module,Magento_AdvancedCheckout
"The wish list item needs to be loaded. Load the item and try again.","Toivelista tuote on pakollinen. Laita se ja yritä uudelleen.",module,Magento_AdvancedCheckout
"An error has occurred. See error log for details.","Tapahtui virhe. Katso lisätietoja virhelokista.",module,Magento_AdvancedCheckout
"You cannot configure a product.","Et voi määrittää tuotetta.",module,Magento_AdvancedCheckout
"You removed the items.","Tuotteet poistettiin.",module,Magento_AdvancedCheckout
"You removed the item.","Tuote poistettiin.",module,Magento_AdvancedCheckout
"You added %1 to your shopping cart.","%1 lisättiin ostoskoriin.",module,Magento_AdvancedCheckout
"You cannot add a product.","Et voi lisätä tuotetta.",module,Magento_AdvancedCheckout
"Order by SKU","Järjestä tuotenumeron mukaan",module,Magento_AdvancedCheckout
"The SKU was not found in the catalog.","SKU:ta ei löytynyt luettelosta.",module,Magento_AdvancedCheckout
"Availability: Out of stock.","Saatavuus: ei varastossa.",module,Magento_AdvancedCheckout
"We don't have as many of these as you want.","Meillä ei ole niin montaa kuin haluat.",module,Magento_AdvancedCheckout
"You can't add this many to your cart.","Näin montaa ei voida lisätä ostoskoriin.",module,Magento_AdvancedCheckout
"You need to choose options for your item.","Sinun täytyy valita vaihtoehdot tuotteellesi.",module,Magento_AdvancedCheckout
"We can't add the item to your cart.","Tätä tuotetta ei voida lisätä ostoskoriisi.",module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","Kirjoita määrä numeroina ""Kpl""-kenttään.",module,Magento_AdvancedCheckout
"This product is assigned to another website.","Tämä tuote on määritetty toiselle sivustolle.",module,Magento_AdvancedCheckout
"You can add only enabled products.","Voit lisätä vain käytössä olevia tuotteita.",module,Magento_AdvancedCheckout
"You cannot upload this file.","Tätä tiedostoa ei voi lähettää.",module,Magento_AdvancedCheckout
"The file is empty.","Tiedosto on tyhjä.",module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","Et ole syöttänyt tuotenumeroa. Ole hyvä ja <a href=""%1""> klikkaa tästä</a> lisätäksesi tuottee(t/n) tuotenumeron perusteella.",module,Magento_AdvancedCheckout
"You have not entered a product SKU.","Et ole syöttänyt tuotenumeroa.",module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","Tuotetta ei voida lisätä ostoskoriin tunnuksella ""%1"".",module,Magento_AdvancedCheckout
"Something went wrong while reordering this product.","Uudelleentilauksessa tapahtui virhe.",module,Magento_AdvancedCheckout
"We can't find this wish list.","Tätä toivelistaa ei löydy.",module,Magento_AdvancedCheckout
"You added %1 product to your shopping cart.","%1 tuote lisättiin ostoskoriin.",module,Magento_AdvancedCheckout
"You added %1 products to your shopping cart.","%1 tuotetta lisättiin ostoskoriin.",module,Magento_AdvancedCheckout
"%1 product requires your attention.","%1 tuote vaatii huomiotasi.",module,Magento_AdvancedCheckout
"%1 products require your attention.","%1 tuotetta vaativat huomiotasi.",module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups","Kyllä, määrätyille asiakasryhmille",module,Magento_AdvancedCheckout
"Yes, for Everyone","Kyllä, kaikille",module,Magento_AdvancedCheckout
"No","Ei",module,Magento_AdvancedCheckout
"The file is corrupt and can't be used.","Tiedosto on vaurioitunut ja ei voi käyttää.",module,Magento_AdvancedCheckout
"Please upload the file in .csv format.","Lähetä tiedosto .csv-muodossa.",module,Magento_AdvancedCheckout
"%1 item(s) need your attention.","%1 kohde(tta) kaipaa(vat) huomiotasi.",module,Magento_AdvancedCheckout
"Apply Coupon Code","Alennuskoodi",module,Magento_AdvancedCheckout
"Remove Coupon Code","Poista alennuskoodi",module,Magento_AdvancedCheckout
"Remove","Poista",module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","Alennuskoodi ""%1"" ei ole kelvollinen.",module,Magento_AdvancedCheckout
"Shopping Cart Items","Ostoskorin tuotteet",module,Magento_AdvancedCheckout
"Qty","Määrä",module,Magento_AdvancedCheckout
"Subtotal","Välisumma",module,Magento_AdvancedCheckout
"Discount","Alennus",module,Magento_AdvancedCheckout
"Row Subtotal","Rivin välisumma",module,Magento_AdvancedCheckout
"Action","Toiminto",module,Magento_AdvancedCheckout
"No ordered items","Ei tilattuja tuotteita",module,Magento_AdvancedCheckout
"Total %1 product(s)","Yhteensä %1 tuote(tta)",module,Magento_AdvancedCheckout
"Subtotal:","Välisumma:",module,Magento_AdvancedCheckout
"Please select","Valitse",module,Magento_AdvancedCheckout
"Move to Wish List","Siirrä toivelistaan",module,Magento_AdvancedCheckout
"No item specified.","Tuotetta ei määritelty.",module,Magento_AdvancedCheckout
"Are you sure you want to remove this item?","Haluatko varmasti poistaa tämän tuotteen?",module,Magento_AdvancedCheckout
"SKU number","Tuotenumero",module,Magento_AdvancedCheckout
"Upload File","Lähetä tiedosto",module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","Csv-tiedostossa tulee olla ""sku"" ja ""kpl"" -sarakkeet.",module,Magento_AdvancedCheckout
"Reset","Tyhjennä",module,Magento_AdvancedCheckout
"SKU:","Tuotenro:",module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","Vain <span id=""%1_max_allowed"">%2</span> varastossa",module,Magento_AdvancedCheckout
"Item","Tuote",module,Magento_AdvancedCheckout
"See price before order confirmation.","Katso hinta ennen tilauksen vahvistusta.",module,Magento_AdvancedCheckout
"What's this?","Mikä tämä on?",module,Magento_AdvancedCheckout
"Incl. Tax","Verollinen",module,Magento_AdvancedCheckout
"Excl. Tax","Veroton",module,Magento_AdvancedCheckout
"Edit item parameters","Muokkaa tuotteen parametreja",module,Magento_AdvancedCheckout
"Edit","Muokkaa",module,Magento_AdvancedCheckout
"Remove item","Poista tuote",module,Magento_AdvancedCheckout
"Products Requiring Attention","Tuotteet, jotka vaativat huomiota",module,Magento_AdvancedCheckout
"Add to Cart","Lisää ostoskoriin",module,Magento_AdvancedCheckout
"Sku","Tuotenro",module,Magento_AdvancedCheckout
"File","Tiedosto",module,Magento_AdvancedCheckout
"File extensions allowed: .csv","Sallitut tiedostopäätteet: .csv",module,Magento_AdvancedCheckout
"Add Row","Lisää rivi",module,Magento_AdvancedCheckout
"Remove Row","Poista rivi",module,Magento_AdvancedCheckout
"Add Products By SKU","Lisää tuotteita tuotenumeron mukaan",module,Magento_AdvancedCheckout
"Shopping Cart Management","Ostoskorin hallinta",module,Magento_AdvancedCheckout
"View Shopping Cart","Tarkastele ostoskoria",module,Magento_AdvancedCheckout
"View and modify Shopping Cart","Tarkastele ja muokkaa ostoskoria",module,Magento_AdvancedCheckout
"Order by SKU Settings","Järjestä SKU-asetusten mukaan",module,Magento_AdvancedCheckout
"Enable Order by SKU on My Account in Storefront","Salli lajittelu SKU:n perusteella My Account -käyttäjätiliä käyttäen verkkokaupan Julkisivun puolella",module,Magento_AdvancedCheckout
"Customer Groups","Asiakasryhmät",module,Magento_AdvancedCheckout
"Apply Coupon","Käytä alennuskoodi",module,Magento_AdvancedCheckout
"Order by SKU Description","Järjestä SKU kuvauksen perusteella",module,Magento_AdvancedCheckout
"Display a Link to Loading a Spreadsheet","Näytä linkki laskentataulukon lataamiseksi",module,Magento_AdvancedCheckout
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","Määrittää, näkyykö widgetissä linkki omaan tiliin &gt; Järjestä sivu SKU:n perusteella",module,Magento_AdvancedCheckout
"Link Text","Linkkiteksti",module,Magento_AdvancedCheckout
"The text of the link to the My Account &gt; Order by SKU page","Oman tilin linkin teksti &gt; Järjestä sivu SKU:n perusteella",module,Magento_AdvancedCheckout
"Load a list of SKUs","Lataa tuotenumeroiden lista",module,Magento_AdvancedCheckout
"Order by SKU Template","Järjestä SKU:n perusteella Malli",module,Magento_AdvancedCheckout
"Please correct the data sent.","Ole hyvä ja korjaa lähetetty tieto.",module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","Entiteetin tyyppimallia '%1' ei löydy",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Entiteetin tyyppimallin on oltava \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType instanssi",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","Vietäviä tuotetyyppejä ei ole saatavilla",module,Magento_AdvancedPricingImportExport
"%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface","%1 -luokka ei toteuta \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface",module,Magento_AdvancedRule
"Sales Rule","Myyntisääntö",module,Magento_AdvancedSalesRule
"Index sales rule","Indeksoi myyntisääntö",module,Magento_AdvancedSalesRule
"Related Search Terms","Liittyviä hakutermejä",module,Magento_AdvancedSearch
"Add New Search Term","Lisää uusi hakutermi",module,Magento_AdvancedSearch
"button_label","button_label",module,Magento_AdvancedSearch
"Missing search engine parameter.","Hakumoottorin parametri puuttuu.",module,Magento_AdvancedSearch
"Successful! Test again?","Onnistui! Testaa uudelleen?",module,Magento_AdvancedSearch
"Connection failed! Test again?","Yhteys epäonnistui! Testaa uudelleen?",module,Magento_AdvancedSearch
"Enable Search Recommendations","Ota hakusuositukset käyttöön",module,Magento_AdvancedSearch
"When you enable this option your site may slow down.","Kun otat tämän valinnan käyttöön, sivustosi saattaa hidastua.",module,Magento_AdvancedSearch
"Search Recommendations Count","Hakusuositusten määrä",module,Magento_AdvancedSearch
"Show Results Count for Each Recommendation","Näytä tulosten määrä jokaista suositusta kohden",module,Magento_AdvancedSearch
"Enable Search Suggestions","Ota hakuehdotukset käyttöön",module,Magento_AdvancedSearch
"Search Suggestions Count","Hakuehdotusten määrä",module,Magento_AdvancedSearch
"Show Results Count for Each Suggestion","Näytä tulosten määrä jokaista ehdotusta kohden",module,Magento_AdvancedSearch
"Related search terms","Liittyviä hakutermejä",module,Magento_AdvancedSearch
"Did you mean","Tarkoititko",module,Magento_AdvancedSearch
"ID","Tunnus",module,Magento_AdvancedSearch
"Search Query","Hakulauseke",module,Magento_AdvancedSearch
"Store","Kauppa",module,Magento_AdvancedSearch
"Results","Tulokset",module,Magento_AdvancedSearch
"Uses","Käyttökerrat",module,Magento_AdvancedSearch
"Redirect URL","Uudelleenohjausosoite",module,Magento_AdvancedSearch
"Suggested Term","Suositeltu hakutermi",module,Magento_AdvancedSearch
"Yes","Kyllä",module,Magento_AdvancedSearch
"No","Ei",module,Magento_AdvancedSearch
"Action","Toiminto",module,Magento_AdvancedSearch
"Edit","Muokkaa",module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.","RPC-kutsu epäonnistui, yhteys aikakatkaistiin %time_out jälkeen.",module,Magento_Amqp
"Message has been rejected: %1","Viesti on hylätty: %1",module,Magento_Amqp
"Error while checking if topic is synchronous","Virhe tarkistettaessa, onko aihe on synkroninen",module,Magento_Amqp
"Subscription status","Tilauksen tila",module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.","Valitettavasti tapahtui virhe käsiteltäessä pyyntöä. Yritä myöhemmin uudelleen.",module,Magento_Analytics
"The time value is using an unsupported format. Enter a supported format and try again.","Aika-arvo käyttää muotoa joka ei tueta. Kirjoita tuettu muoto ja yritä uudelleen.",module,Magento_Analytics
"Cron settings can't be saved","Cron asetuksia ei voida tallentaa",module,Magento_Analytics
"There was an error save new configuration value.","Tapahtui virhe tallennettaessa uutta konfiguraation arvoa.",module,Magento_Analytics
"Please select an industry.","Valitse toimiala.",module,Magento_Analytics
"--Please Select--","---Valitse---",module,Magento_Analytics
"Command was not found.","Komentoa ei löydy.",module,Magento_Analytics
"The data is invalid. Enter the data as a string or data that can be converted into a string and try again.","Tiedot eivät kelpaa. Syötä tiedot merkkijono tai tietoja, jotka voidaan muuntaa merkkijonoksi ja yritä uudelleen.",module,Magento_Analytics
"The data is invalid. Enter the data as a string and try again.","Tiedot eivät kelpaa. Kirjoita tiedot merkkijonona ja yritä uudelleen.",module,Magento_Analytics
"The data is invalid. Use a valid cipher method and try again.","Tiedot eivät kelpaa. Käytä krypto-menetelmä ja yritä uudelleen.",module,Magento_Analytics
"Enter the encryption key and try again.","Kirjoita salausavain ja yritä uudelleen.",module,Magento_Analytics
"The ""%1"" source doesn't exist.","”%1”-lähde ei ole olemassa.",module,Magento_Analytics
"These arguments can't be empty ""%1""","Nämä argumentit eivät olla tyhjiä ""%1""",module,Magento_Analytics
"Cannot find predefined integration user!","Etukäteen määritettyä integrointikäyttäjää ei löydy!",module,Magento_Analytics
"File is not ready yet.","Tiedosto ei ole valmis vielä.",module,Magento_Analytics
"Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.","Sinun URL on muuttunut ja raportteja päivitetään. Editynyt raportointi on saatavilla tämän prosessin päätyttyä. Yritä uudelleen myöhemmin.",module,Magento_Analytics
"Failed to synchronize data to the Magento Business Intelligence service.","Tietojen synkronointi epäonnistui Magento Business Intelligence palvelun välillä.",module,Magento_Analytics
"Retry Synchronization","Yritä synkronointia uudelleen",module,Magento_Analytics
"TestMessage","TestiViesti",module,Magento_Analytics
"Apps and Games","Sovellukset ja pelit",module,Magento_Analytics
"Athletic/Sporting Goods","Urheilutarvikkeet",module,Magento_Analytics
"Art and Design","Taide ja design",module,Magento_Analytics
"Advanced Reporting","Edistynyt raportointi",module,Magento_Analytics
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","Hanki uusia näkemyksiä ja hallitse liiketoiminnan tehokkuutta dynaamisella tuotteellasi, tilauksillasi ja asiakastileillesi, jotka on räätälöity asiakastietosi mukaan.",module,Magento_Analytics
"Go to Advanced Reporting","Mene Edistyneeseen raportointiin",module,Magento_Analytics
"Analytics","Analytiikka",module,Magento_Analytics
"API","API",module,Magento_Analytics
"Configuration","Asetukset",module,Magento_Analytics
"Business Intelligence","Bisnesvaisto",module,Magento_Analytics
"BI Essentials","BI Essentials",module,Magento_Analytics
"This service provides a dynamic suite of reports with rich insights about your business.
                Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the
                ""Go to Advanced Reporting"" link. </br> For more information, see our <a href=""https://magento.com/legal/terms/cloud-terms"">
                terms and conditions</a>.","This service provides a dynamic suite of reports with rich insights about your business.
                Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the
                ""Go to Advanced Reporting"" link. </br> For more information, see our <a href=""https://magento.com/legal/terms/cloud-terms"">
                terms and conditions</a>.",module,Magento_Analytics
"Advanced Reporting Service","Edistynyt raportointipalvelu",module,Magento_Analytics
"Time of day to send data","Datan lähetysajankohta",module,Magento_Analytics
"Industry","Teollisuus",module,Magento_Analytics
"In order to personalize your Advanced Reporting experience, please select your industry.","Jotta voimme optimoida edistyneen raportoinnin valitse toimiala.",module,Magento_Analytics
"<strong>Get more insights from Magento Business Intelligence</strong>","<strong>Hanki lisää tietoja Magento Business Intelligence:ltä</strong>",module,Magento_Analytics
"Magento Business Intelligence provides you with a simple and clear path to
                    becoming more data driven.</br> Learn more about <a target=""_blank""
                    href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">Magento BI Essentials and BI Pro</a> tiers.","Magento Business Intelligence provides you with a simple and clear path to
                    becoming more data driven.</br> Learn more about <a target=""_blank""
                    href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">Magento BI Essentials and BI Pro</a> tiers.",module,Magento_Analytics
"Auto Parts","Auton osat",module,Magento_Analytics
"Baby/Children’s Apparel, Gear and Toys","Vauva/Lastenvaatteet, tarvikkeet ja lelut",module,Magento_Analytics
"Beauty and Cosmetics","Kauneus ja kosmetiikka",module,Magento_Analytics
"Books, Music and Magazines","Kirjat, musiikki ja lehdet",module,Magento_Analytics
"Crafts and Stationery","Käsityöt ja paperitavarat",module,Magento_Analytics
"Consumer Electronics","Viihde-elektroniikka",module,Magento_Analytics
"Deal Site","Deal-sivusto",module,Magento_Analytics
"Fashion Apparel and Accessories","Muoti Vaatteet ja tarvikkeet",module,Magento_Analytics
"Food, Beverage and Grocery","Ruoka, juoma ja päivittäistavarakauppa",module,Magento_Analytics
"Home Goods and Furniture","Kodin tavaroita ja huonekaluja",module,Magento_Analytics
"Home Improvement","Kodinparannus",module,Magento_Analytics
"Jewelry and Watches","Korut ja kellot",module,Magento_Analytics
"Mass Merchant","Massakauppias",module,Magento_Analytics
"Office Supplies","Toimistotarvikkeita",module,Magento_Analytics
"Outdoor and Camping Gear","Ulkoilu- ja retkeilyvarusteet",module,Magento_Analytics
"Pet Goods","Lemmikkieläinten tavarat",module,Magento_Analytics
"Pharma and Medical Devices","Pharma ja lääkinnälliset laitteet",module,Magento_Analytics
"Technology B2B","Teknologia B2B",module,Magento_Analytics
